instance_id predicted_score
55144604125888 0.01570774954552956
221669167755726 0.008223409038366792
566644865989395 0.035707985339216125
954943998950521 0.01239842459881695
1192015136416062 0.03916161033009698
1239632009133923 0.013772820353712202
1370758425798224 0.016488628715327948
1386245957915884 0.013168779186874676
1587829942816220 0.013038394801078535
1965296257027358 0.014944139540767624
2308106506629079 0.006171494044975281
2593276901346545 0.007875986805048144
2637118065628095 0.024836467445862005
3007000529626316 0.009785782783251649
3486611488890127 0.008208993004755211
3526619005621379 0.009586520924939248
3707907988344302 0.02127398355260007
3859410900799220 0.015504156195826985
4132909449437306 0.035848280284789834
4666490843011356 0.013173663672228804
4957624520403631 0.009921990235148025
5022624687918236 0.009986989956708337
5245031179204693 0.01670084951219825
5273213709089732 0.008830715295186501
5341429719598597 0.03373546259026975
5421993019334491 0.04521474686815092
5519710025487847 0.020710834699811494
5773700242363804 0.013825897980301384
5812026496876317 0.012739593348581074
5860625415171838 0.006005632292681492
5888731810410007 0.009664645460250497
6063972374265869 0.03185596440398637
6067326110791822 0.0973699980675064
6359126923704860 0.025327224594468716
6388802315681498 0.013518376786315435
6433878236742272 0.01598875518990816
6452344664550262 0.04612942939742088
6651913865445655 0.010845461644032972
6707001430745727 0.0438100127927078
6730413752360895 0.009572553201299109
6816504423480806 0.021597172575857165
7090470344271915 0.016704582476319223
7285476665473660 0.013589954324935746
7558711588190076 0.021203041055748446
7667359125925647 0.06740498605033668
8185971319114092 0.018683833706428263
8433912592511743 0.009797498059492107
8655843665845753 0.009816062268596323
8737350582865741 0.029495325514156075
8899701615096813 0.010393708113658444
9407985424920588 0.027429265352720802
9452608188846334 0.017205080776727086
9598290636996863 0.019309324761736676
9761773633678178 0.00826784118299555
9798231407472553 0.014083328996410223
9911925930117846 0.053970299133084425
10003453861097600 0.03067544894139203
10033218693392079 0.07540503358300565
10132016737277869 0.01620024652733914
10419287412996374 0.018848123466687735
10986155594432407 0.01738171136631071
11049867969779409 0.007331555153512575
11389035467072333 0.005309523095390044
11442106188407017 0.009791320720136342
11741461405551140 0.011556516860852272
11823212845773044 0.04560558598251615
12088393426624010 0.007531099089049915
12207783194487112 0.008397483352588126
12226287428045975 0.0098152639220433
12249947081089396 0.039840333460606295
12386080094223902 0.03286047896864082
12507370273002600 0.016079813919947485
12785681979442168 0.006304184334121542
12888980426526109 0.020275631494297258
12900461919485333 0.05061665454185414
13322823395290645 0.00640107026519658
13828691382245377 0.012699491531634839
14352321985445602 0.07377880150561181
14691986840989017 0.007791600079999099
15243596504908734 0.010226604955946739
15268655458779341 0.01767462336438858
15423904394738521 0.009300791437716689
15485467792420960 0.035349363195106884
15498205746849773 0.019114190020016297
15731133664297641 0.009735308972463845
15887040621302276 0.007078100582049962
16171723608839310 0.020661939221095917
16246257639262555 0.006898732602492039
16329733759369079 0.028089573928441275
16519667118323295 0.012882217242414127
16550490921859014 0.012970327025001022
16615623903296341 0.019417644523045147
16654423689718542 0.032840101348840765
16784146675608527 0.028268093619154666
16919720255324691 0.018176017146341733
17038058848714529 0.012939039211304338
17106027189867886 0.008840151935711657
17456632746089230 0.012880471856885253
17464991084375871 0.0245692350611665
17519060396617653 0.015751558765593008
17592230724388482 0.008300784597141299
17601420090594330 0.007656892423032905
17724787467894423 0.019536541901911158
18232000594917795 0.024148193273214828
18326800347869864 0.009154437671072395
18409463985586024 0.004205830735341833
18562001393908554 0.02044028723734168
18701207844803227 0.02534963330316891
18977079048858178 0.025828007608501406
19063736790259593 0.008735468031661664
19095587758137552 0.01501152675857702
19327529376832062 0.01778957628619565
19858537054023509 0.011808382654653272
21147251778176376 0.01448478743968249
21369239093152465 0.055086206340834144
